Executando Fernandes MODIFICADO
Rodando pra 1h
Optimize a model with 10072 rows, 14922 columns and 366057 nonzeros
Coefficient statistics:
  Matrix range    [1e+00, 1e+07]
  Objective range [2e-01, 8e-01]
  Bounds range    [1e+00, 1e+07]
  RHS range       [1e+00, 1e+02]
Found heuristic solution: objective 5059
Presolve removed 49 rows and 14 columns
Presolve time: 0.29s
Presolved: 10023 rows, 14908 columns, 128605 nonzeros
Variable types: 9900 continuous, 5008 integer (5006 binary)

Root simplex log...

Iteration    Objective       Primal Inf.    Dual Inf.      Time
   16723    3.9390140e+01   7.137826e+02   0.000000e+00      5s
   32188    4.0514747e+01   0.000000e+00   0.000000e+00      9s

Root relaxation: objective 4.051475e+01, 32188 iterations, 8.85 seconds

    Nodes    |    Current Node    |     Objective Bounds      |     Work
   783   535 2510.23005  510   57 4726.40000 1903.20000  59.7%  5854 1989s
   786   538 2473.32889  513   56 4726.40000 1903.20000  59.7%  5835 1990s
   791   543 2511.73277  516   56 4726.40000 1903.20000  59.7%  5826 1996s
   795   547 2509.46761  519   55 4726.40000 1903.20000  59.7%  5821 2002s
   798   550 2511.59827  520   56 4726.40000 1903.20000  59.7%  5818 2006s
   803   555 2475.78701  524   56 4726.40000 1903.20000  59.7%  5795 2012s
   805   557 2512.84012  525   55 4726.40000 1903.20000  59.7%  5795 2016s
   810   562 2510.76478  528   56 4726.40000 1903.20000  59.7%  5782 2022s
   813   565 2510.83628  530   56 4726.40000 1903.20000  59.7%  5778 2027s
   815   567 2510.97715  531   57 4726.40000 1903.20000  59.7%  5780 2031s
   821   573 2512.48456  535   55 4726.40000 1903.20000  59.7%  5767 2037s
   824   576 2510.36491  537   56 4726.40000 1903.20000  59.7%  5763 2042s
   826   578 2511.91673  538   56 4726.40000 1903.20000  59.7%  5764 2046s
   831   583 2514.79173  541   55 4726.40000 1903.20000  59.7%  5755 2052s
   835   587 2483.29939  544   56 4726.40000 1903.20000  59.7%  5740 2055s
   837   589 2483.51247  545   56 4726.40000 1903.20000  59.7%  5740 2060s
   842   594 2509.56768  548   57 4726.40000 1903.20000  59.7%  5739 2069s
   846   598 2511.22270  551   57 4726.40000 1903.20000  59.7%  5728 2077s
   849   601 2513.24438  553   56 4726.40000 1903.20000  59.7%  5724 2081s
   853   605 2486.93209  556   56 4726.40000 1903.20000  59.7%  5712 2085s
   856   608 2513.21044  557   57 4726.40000 1903.20000  59.7%  5718 2091s
   861   613 2489.55094  561   56 4726.40000 1903.20000  59.7%  5700 2095s
   865   617 2512.79973  563   56 4726.40000 1903.20000  59.7%  5701 2101s
   868   620 2492.37446  565   56 4726.40000 1903.20000  59.7%  5695 2105s
   874   626 2511.48358  569   55 4726.40000 1903.20000  59.7%  5680 2110s
   881   633 2496.34546  574   55 4726.40000 1903.20000  59.7%  5661 2115s
   885   637 2512.75835  576   56 4726.40000 1903.20000  59.7%  5659 2120s
   890   642 2512.16537  579   55 4726.40000 1903.20000  59.7%  5650 2125s
   896   648 2513.33660  583   56 4726.40000 1903.20000  59.7%  5630 2130s
   900   652 2513.54903  585   57 4726.40000 1903.20000  59.7%  5624 2135s
   909   661 2513.04222  591   54 4726.40000 1903.20000  59.7%  5596 2141s
   912   664 2512.31781  593   55 4726.40000 1903.20000  59.7%  5595 2145s
   916   668 2512.67287  595   56 4726.40000 1903.20000  59.7%  5577 2150s
   927   679 2510.77847  603   55 4726.40000 1903.20000  59.7%  5533 2155s
   936   688 2522.65563  608   55 4726.40000 1903.20000  59.7%  5507 2160s
   945   697 2520.79545  614   55 4726.40000 1903.20000  59.7%  5480 2167s
   951   703 2520.92837  618   55 4726.40000 1903.20000  59.7%  5458 2170s
   959   711 2525.60729  623   53 4726.40000 1903.20000  59.7%  5432 2175s
   967   719 2556.28813  629   51 4726.40000 1903.20000  59.7%  5413 2181s
   972   724 2559.65382  632   52 4726.40000 1903.20000  59.7%  5401 2188s
   978   730 2560.08028  637   50 4726.40000 1903.20000  59.7%  5381 2191s
   982   734 2559.69397  640   51 4726.40000 1903.20000  59.7%  5375 2195s
   989   741 2558.24535  645   51 4726.40000 1903.20000  59.7%  5359 2201s
   992   744 2533.20346  648   51 4726.40000 1903.20000  59.7%  5346 2205s
   993   745 2558.43359  648   50 4726.40000 1903.20000  59.7%  5354 2210s
   999   751 2535.02839  653   51 4726.40000 1903.20000  59.7%  5338 2215s
  1005   757 2536.08223  657   51 4726.40000 1903.20000  59.7%  5330 2220s
  1008   760 2559.12624  658   50 4726.40000 1903.20000  59.7%  5335 2225s
  1017   769 2538.82337  666   51 4726.40000 1903.20000  59.7%  5307 2230s
  1022   774 2560.46293  669   50 4726.40000 1903.20000  59.7%  5301 2235s
  1026   778 2540.93973  672   51 4726.40000 1903.20000  59.7%  5292 2241s
  1030   782 2558.60956  674   51 4726.40000 1903.20000  59.7%  5288 2247s
  1034   786 2542.08113  677   51 4726.40000 1903.20000  59.7%  5278 2250s
  1039   791 2559.04516  680   51 4726.40000 1903.20000  59.7%  5276 2256s
  1044   796 2562.43561  684   50 4726.40000 1903.20000  59.7%  5272 2261s
  1049   801 2559.03299  687   51 4726.40000 1903.20000  59.7%  5262 2265s
  1054   806 2562.35560  690   50 4726.40000 1903.20000  59.7%  5257 2270s
  1063   815 2548.44559  697   51 4726.40000 1903.20000  59.7%  5229 2275s
  1067   819 2549.28615  700   51 4726.40000 1903.20000  59.7%  5219 2280s
  1073   825 2562.60822  704   50 4726.40000 1903.20000  59.7%  5208 2286s
  1080   832 2552.04973  710   51 4726.40000 1903.20000  59.7%  5184 2290s
  1085   837 2566.50342  713   51 4726.40000 1903.20000  59.7%  5177 2295s
  1092   844 2554.56190  718   50 4726.40000 1903.20000  59.7%  5162 2300s
  1097   849 2566.46399  721   50 4726.40000 1903.20000  59.7%  5159 2305s
  1106   858 2557.48965  727   51 4726.40000 1903.20000  59.7%  5135 2310s
  1112   864 2569.20029  730   51 4726.40000 1903.20000  59.7%  5128 2315s
  1119   871 2571.31469  734   50 4726.40000 1903.20000  59.7%  5118 2321s
  1125   877 2560.92929  738   49 4726.40000 1903.20000  59.7%  5107 2325s
  1134   886 2577.14125  745   50 4726.40000 1903.20000  59.7%  5087 2330s
  1142   894 2572.82587  751   51 4726.40000 1903.20000  59.7%  5072 2336s
  1148   900 2574.76836  756   51 4726.40000 1903.20000  59.7%  5058 2340s
  1154   906 2566.44745  760   51 4726.40000 1903.20000  59.7%  5049 2345s
  1161   913 2575.22294  764   51 4726.40000 1903.20000  59.7%  5039 2350s
  1166   918 2577.18949  768   50 4726.40000 1903.20000  59.7%  5028 2356s
  1171   923 2578.41496  771   51 4726.40000 1903.20000  59.7%  5023 2360s
  1177   929 2571.14288  775   51 4726.40000 1903.20000  59.7%  5013 2365s
  1184   936 2578.15817  779   51 4726.40000 1903.20000  59.7%  5005 2370s
  1194   946 2587.89073  787   50 4726.40000 1903.20000  59.7%  4984 2376s
  1199   951 2581.99494  790   51 4726.40000 1903.20000  59.7%  4979 2381s
  1205   957 2584.15871  794   50 4726.40000 1903.20000  59.7%  4972 2385s
  1212   964 2578.78838  799   51 4726.40000 1903.20000  59.7%  4958 2390s
  1219   971 2584.76032  803   50 4726.40000 1903.20000  59.7%  4951 2396s
  1225   977 2586.05587  807   51 4726.40000 1903.20000  59.7%  4942 2400s
  1236   988 2591.32454  814   51 4726.40000 1903.20000  59.7%  4919 2405s
  1245   997 2593.37037  820   50 4726.40000 1903.20000  59.7%  4903 2410s
  1252  1004 2592.72725  824   51 4726.40000 1903.20000  59.7%  4893 2416s
  1258  1010 2595.26621  828   50 4726.40000 1903.20000  59.7%  4886 2420s
  1264  1016 2589.59380  833   51 4726.40000 1903.20000  59.7%  4871 2425s
  1269  1021 2596.19760  836   51 4726.40000 1903.20000  59.7%  4870 2431s
  1278  1030 2602.03619  842   50 4726.40000 1903.20000  59.7%  4852 2436s
  1283  1035 2593.63171  846   51 4726.40000 1903.20000  59.7%  4846 2440s
  1289  1041 2594.71351  849   51 4726.40000 1903.20000  59.7%  4842 2445s
  1295  1047 2605.52851  853   51 4726.40000 1903.20000  59.7%  4840 2451s
  1304  1056 2597.54141  859   49 4726.40000 1903.20000  59.7%  4821 2455s
  1310  1062 2599.07882  863   51 4726.40000 1903.20000  59.7%  4815 2460s
  1317  1069 2610.20404  867   49 4726.40000 1903.20000  59.7%  4812 2465s
  1323  1075 2602.03304  871   51 4726.40000 1903.20000  59.7%  4803 2471s
  1327  1079 2609.85217  873   50 4726.40000 1903.20000  59.7%  4802 2475s
  1334  1086 2610.42357  877   50 4726.40000 1903.20000  59.7%  4797 2480s
  1342  1094 2606.74613  883   50 4726.40000 1903.20000  59.7%  4784 2485s
  1350  1102 2613.53737  888   49 4726.40000 1903.20000  59.7%  4778 2491s
  1356  1108 2612.94141  892   50 4726.40000 1903.20000  59.7%  4770 2495s
  1362  1114 2615.81010  896   50 4726.40000 1903.20000  59.7%  4759 2500s
  1376  1127 2633.05328  906   49 4726.40000 1903.20000  59.7%  4730 2505s
  1386  1137 2629.42746  914   49 4726.40000 1903.20000  59.7%  4708 2510s
  1399  1150 2634.12929  924   49 4726.40000 1903.20000  59.7%  4683 2515s
  1405  1156 2634.67078  929   49 4726.40000 1903.20000  59.7%  4674 2520s
  1414  1165 2655.99340  935   48 4726.40000 1903.20000  59.7%  4668 2526s
  1424  1175 2658.38268  941   48 4726.40000 1903.20000  59.7%  4652 2530s
  1435  1186 2635.64254  951   50 4726.40000 1903.20000  59.7%  4629 2535s
  1445  1196 2656.63193  958   49 4726.40000 1903.20000  59.7%  4616 2541s
  1454  1205 2657.70246  966   48 4726.40000 1903.20000  59.7%  4607 2547s
  1457  1208 2639.92399  968   49 4726.40000 1903.20000  59.7%  4599 2550s
  1463  1214 2658.12449  972   49 4726.40000 1903.20000  59.7%  4591 2555s
  1468  1219 2641.21796  975   49 4726.40000 1903.20000  59.7%  4589 2560s
  1484  1235 2657.07221  988   49 4726.40000 1903.20000  59.7%  4560 2566s
  1489  1240 2644.08673  991   49 4726.40000 1903.20000  59.7%  4557 2570s
  1499  1250 2662.45156  999   49 4726.40000 1903.20000  59.7%  4544 2575s
  1510  1261 2661.42991 1007   49 4726.40000 1903.20000  59.7%  4527 2580s
  1516  1267 2646.84069 1012   49 4726.40000 1903.20000  59.7%  4516 2585s
  1530  1281 2661.74304 1022   49 4726.40000 1903.20000  59.7%  4496 2590s
  1539  1290 2665.59326 1028   48 4726.40000 1903.20000  59.7%  4485 2595s
  1551  1302 2651.95307 1038   49 4726.40000 1903.20000  59.7%  4465 2600s
  1557  1308 2667.43866 1042   48 4726.40000 1903.20000  59.7%  4457 2605s
  1571  1322 2664.83970 1054   48 4726.40000 1903.20000  59.7%  4431 2610s
  1578  1329 2655.20753 1059   49 4726.40000 1903.20000  59.7%  4425 2615s
  1587  1338 2656.91429 1066   49 4726.40000 1903.20000  59.7%  4412 2620s
  1595  1346 2668.37095 1072   49 4726.40000 1903.20000  59.7%  4401 2625s
  1605  1356 2674.02818 1079   49 4726.40000 1903.20000  59.7%  4393 2631s
  1613  1364 2661.12197 1086   49 4726.40000 1903.20000  59.7%  4380 2635s
  1619  1370 2661.93971 1089   49 4726.40000 1903.20000  59.7%  4381 2640s
  1627  1378 2672.04360 1095   49 4726.40000 1903.20000  59.7%  4369 2645s
  1640  1391 2677.74456 1106   48 4726.40000 1903.20000  59.7%  4351 2651s
  1646  1397 2678.29759 1110   49 4726.40000 1903.20000  59.7%  4349 2656s
  1649  1400 2667.24123 1112   49 4726.40000 1903.20000  59.7%  4347 2660s
  1656  1407 2668.39261 1117   49 4726.40000 1903.20000  59.7%  4341 2665s
  1662  1413 2682.16810 1120   49 4726.40000 1903.20000  59.7%  4343 2670s
  1668  1419 2683.57424 1124   48 4726.40000 1903.20000  59.7%  4340 2675s
  1674  1425 2670.46546 1128   49 4726.40000 1903.20000  59.7%  4333 2680s
  1683  1434 2681.53912 1134   48 4726.40000 1903.20000  59.7%  4325 2685s
  1693  1444 2673.14297 1142   49 4726.40000 1903.20000  59.7%  4311 2690s
  1703  1454 2687.11984 1148   48 4726.40000 1903.20000  59.7%  4302 2695s
  1715  1466 2688.57602 1157   49 4726.40000 1903.20000  59.7%  4290 2701s
  1723  1474 2686.30064 1162   49 4726.40000 1903.20000  59.7%  4283 2705s
  1728  1479 2686.51154 1165   49 4726.40000 1903.20000  59.7%  4279 2710s
  1738  1489 2679.30592 1173   49 4726.40000 1903.20000  59.7%  4267 2715s
  1744  1495 2690.05378 1176   48 4726.40000 1903.20000  59.7%  4267 2721s
  1746  1497 2690.43755 1177   49 4726.40000 1903.20000  59.7%  4266 2725s
  1750  1501 2693.33083 1179   48 4726.40000 1903.20000  59.7%  4269 2730s
  1760  1511 2691.59842 1186   49 4726.40000 1903.20000  59.7%  4262 2736s
  1772  1523 2700.77172 1196   47 4726.40000 1903.20000  59.7%  4246 2741s
  1778  1529 2695.10069 1200   48 4726.40000 1903.20000  59.7%  4243 2745s
  1787  1538 2694.44572 1207   49 4726.40000 1903.20000  59.7%  4235 2750s
  1799  1550 2686.26167 1216   49 4726.40000 1903.20000  59.7%  4219 2755s
  1808  1559 2698.47666 1222   48 4726.40000 1903.20000  59.7%  4213 2761s
  1813  1564 2688.84192 1226   49 4726.40000 1903.20000  59.7%  4206 2765s
  1822  1573 2690.14056 1231   49 4726.40000 1903.20000  59.7%  4199 2770s
  1832  1583 2702.84020 1238   48 4726.40000 1903.20000  59.7%  4190 2775s
  1839  1590 2703.67542 1243   48 4726.40000 1903.20000  59.7%  4184 2781s
  1844  1595 2692.31425 1248   49 4726.40000 1903.20000  59.7%  4175 2785s
  1853  1604 2711.36768 1254   47 4726.40000 1903.20000  59.7%  4169 2790s
  1861  1612 2708.18586 1259   47 4726.40000 1903.20000  59.7%  4164 2795s
  1869  1620 2695.56618 1265   49 4726.40000 1903.20000  59.7%  4157 2800s
  1878  1629 2697.14343 1272   48 4726.40000 1903.20000  59.7%  4151 2805s
  1886  1637 2709.70808 1276   48 4726.40000 1903.20000  59.7%  4150 2811s
  1895  1646 2715.26753 1283   48 4726.40000 1903.20000  59.7%  4142 2816s
  1899  1650 2718.14747 1285   47 4726.40000 1903.20000  59.7%  4144 2820s
  1910  1661 2717.55354 1293   47 4726.40000 1903.20000  59.7%  4136 2826s
  1917  1668 2702.20385 1298   49 4726.40000 1903.20000  59.7%  4130 2830s
  1925  1676 2713.30909 1302   48 4726.40000 1903.20000  59.7%  4129 2836s
  1933  1684 2718.10505 1307   48 4726.40000 1903.20000  59.7%  4125 2841s
  1940  1691 2705.41414 1311   49 4726.40000 1903.20000  59.7%  4121 2847s
  1944  1695 2706.37155 1313   49 4726.40000 1903.20000  59.7%  4119 2850s
  1955  1706 2722.57980 1320   47 4726.40000 1903.20000  59.7%  4110 2855s
  1967  1718 2722.36992 1328   48 4726.40000 1903.20000  59.7%  4101 2860s
  1979  1729 2724.65051 1338   46 4726.40000 1903.20000  59.7%  4088 2865s
  1988  1738 2737.23083 1344   47 4726.40000 1903.20000  59.7%  4080 2871s
  1994  1744 2726.81010 1348   47 4726.40000 1903.20000  59.7%  4075 2877s
  1997  1747 2741.14779 1349   48 4726.40000 1903.20000  59.7%  4081 2881s
  2001  1751 2727.45899 1352   47 4726.40000 1903.20000  59.7%  4077 2885s
  2017  1767 2738.71968 1365   47 4726.40000 1903.20000  59.7%  4055 2890s
  2037  1787 2729.64631 1383   48 4726.40000 1903.20000  59.7%  4023 2896s
  2052  1802 2738.59676 1394   47 4726.40000 1903.20000  59.7%  4000 2900s
  2066  1816 2741.01826 1405   48 4726.40000 1903.20000  59.7%  3984 2905s
  2080  1830 2733.61131 1416   48 4726.40000 1903.20000  59.7%  3968 2910s
  2095  1845 2750.26488 1426   47 4726.40000 1903.20000  59.7%  3953 2915s
  2107  1857 2751.28177 1434   47 4726.40000 1903.20000  59.7%  3942 2920s
  2122  1872 2754.64964 1445   47 4726.40000 1903.20000  59.7%  3928 2925s
  2133  1883 2759.16024 1452   47 4726.40000 1903.20000  59.7%  3923 2932s
  2134  1884 2746.20606 1453   48 4726.40000 1903.20000  59.7%  3921 2935s
  2149  1899 2761.33333 1465   46 4726.40000 1903.20000  59.7%  3906 2940s
  2162  1912 2749.95455 1476   47 4726.40000 1903.20000  59.7%  3889 2945s
  2177  1927 2761.47778 1486   47 4726.40000 1903.20000  59.7%  3877 2950s
  2191  1941 2763.60930 1496   47 4726.40000 1903.20000  59.7%  3866 2955s
  2200  1950 2764.93864 1502   48 4726.40000 1903.20000  59.7%  3863 2960s
  2209  1959 2756.32525 1508   47 4726.40000 1903.20000  59.7%  3858 2965s
  2214  1964 2765.51717 1510   46 4726.40000 1903.20000  59.7%  3858 2970s
  2223  1973 2770.41665 1516   48 4726.40000 1903.20000  59.7%  3854 2975s
  2231  1981 2770.33603 1522   47 4726.40000 1903.20000  59.7%  3848 2981s
  2239  1989 2771.51748 1528   47 4726.40000 1903.20000  59.7%  3844 2985s
  2251  2001 2761.16970 1537   47 4726.40000 1903.20000  59.7%  3835 2990s
  2263  2013 2772.86263 1546   46 4726.40000 1903.20000  59.7%  3826 2995s
  2273  2023 2764.34303 1555   47 4726.40000 1903.20000  59.7%  3815 3000s
  2284  2034 2776.46080 1562   48 4726.40000 1903.20000  59.7%  3809 3005s
  2294  2044 2777.30852 1569   48 4726.40000 1903.20000  59.7%  3806 3011s
  2305  2055 2769.30808 1576   47 4726.40000 1903.20000  59.7%  3798 3015s
  2317  2067 2782.89495 1584   46 4726.40000 1903.20000  59.7%  3792 3021s
  2326  2076 2772.22626 1591   47 4726.40000 1903.20000  59.7%  3786 3025s
  2332  2082 2785.51358 1595   48 4726.40000 1903.20000  59.7%  3783 3031s
  2340  2090 2786.78013 1600   47 4726.40000 1903.20000  59.7%  3783 3035s
  2349  2099 2775.18114 1607   47 4726.40000 1903.20000  59.7%  3776 3041s
  2359  2109 2788.93519 1614   47 4726.40000 1903.20000  59.7%  3769 3045s
  2368  2118 2777.68485 1620   47 4726.40000 1903.20000  59.7%  3767 3050s
  2376  2126 2778.96313 1625   47 4726.40000 1903.20000  59.7%  3765 3057s
  2381  2131 2795.94132 1628   47 4726.40000 1903.20000  59.7%  3764 3060s
  2390  2140 2791.14747 1634   46 4726.40000 1903.20000  59.7%  3760 3065s
  2409  2159 2796.00249 1649   48 4726.40000 1903.20000  59.7%  3743 3070s
  2418  2168 2798.05780 1655   47 4726.40000 1903.20000  59.7%  3741 3076s
  2425  2175 2796.45051 1659   46 4726.40000 1903.20000  59.7%  3738 3081s
  2432  2182 2798.44040 1663   46 4726.40000 1903.20000  59.7%  3735 3085s
  2442  2192 2798.67497 1670   47 4726.40000 1903.20000  59.7%  3738 3096s
  2451  2201 2800.81010 1675   46 4726.40000 1903.20000  59.7%  3734 3101s
  2457  2207 2800.38721 1678   47 4726.40000 1903.20000  59.7%  3735 3107s
  2466  2216 2805.42101 1684   47 4726.40000 1903.20000  59.7%  3731 3111s
  2476  2226 2790.94209 1691   47 4726.40000 1903.20000  59.7%  3724 3115s
  2484  2234 2792.18451 1696   47 4726.40000 1903.20000  59.7%  3721 3121s
  2491  2241 2807.39293 1699   47 4726.40000 1903.20000  59.7%  3722 3125s
  2500  2250 2811.03109 1705   47 4726.40000 1903.20000  59.7%  3720 3131s
  2507  2257 2795.55859 1710   47 4726.40000 1903.20000  59.7%  3718 3135s
  2517  2267 2796.54949 1717   47 4726.40000 1903.20000  59.7%  3714 3140s
  2522  2272 2797.41212 1720   46 4726.40000 1903.20000  59.7%  3712 3146s
  2530  2280 2812.95556 1725   46 4726.40000 1903.20000  59.7%  3710 3150s
  2541  2291 2816.47879 1732   46 4726.40000 1903.20000  59.7%  3707 3156s
  2549  2299 2814.18788 1737   45 4726.40000 1903.20000  59.7%  3705 3160s
  2565  2315 2817.84646 1746   46 4726.40000 1903.20000  59.7%  3695 3166s
  2574  2323 2812.09360 1752   47 4726.40000 1903.20000  59.7%  3691 3170s
  2591  2340 2824.71414 1765   46 4726.40000 1903.20000  59.7%  3678 3175s
  2608  2357 2828.03081 1780   46 4726.40000 1903.20000  59.7%  3661 3180s
  2619  2368 2830.37508 1788   45 4726.40000 1903.20000  59.7%  3653 3187s
  2628  2377 2831.71313 1795   45 4726.40000 1903.20000  59.7%  3646 3190s
  2646  2395 2834.94949 1808   45 4726.40000 1903.20000  59.7%  3632 3196s
  2660  2409 2843.90730 1817   45 4726.40000 1903.20000  59.7%  3621 3200s
  2679  2428 2842.02626 1832   45 4726.40000 1903.20000  59.7%  3606 3205s
  2709  2458 2846.55960 1859   45 4726.40000 1903.20000  59.7%  3575 3210s
  2716  2465 2857.24040 1864   44 4726.40000 1903.20000  59.7%  3571 3215s
  2730  2479 2859.95556 1873   44 4726.40000 1903.20000  59.7%  3565 3221s
  2740  2489 2858.53333 1880   44 4726.40000 1903.20000  59.7%  3560 3225s
  2754  2503 2860.22424 1889   44 4726.40000 1903.20000  59.7%  3553 3230s
  2767  2516 2865.84444 1898   44 4726.40000 1903.20000  59.7%  3546 3235s
  2778  2527 2870.68687 1905   44 4726.40000 1903.20000  59.7%  3543 3241s
  2786  2535 2869.79394 1912   44 4726.40000 1903.20000  59.7%  3542 3247s
  2798  2547 2867.43838 1921   44 4726.40000 1903.20000  59.7%  3532 3250s
  2812  2561 2871.69697 1931   44 4726.40000 1903.20000  59.7%  3524 3255s
  2820  2569 2862.91717 1936   45 4726.40000 1903.20000  59.7%  3519 3260s
  2831  2580 2874.69899 1943   44 4726.40000 1903.20000  59.7%  3514 3265s
  2836  2585 2875.95556 1947   44 4726.40000 1903.20000  59.7%  3513 3270s
  2846  2595 2880.38990 1953   44 4726.40000 1903.20000  59.7%  3512 3275s
  2858  2607 2881.23636 1962   44 4726.40000 1903.20000  59.7%  3507 3281s
  2865  2614 2880.56162 1966   44 4726.40000 1903.20000  59.7%  3507 3285s
  2877  2626 2883.45657 1974   44 4726.40000 1903.20000  59.7%  3503 3290s
  2886  2635 2871.73288 1980   45 4726.40000 1903.20000  59.7%  3501 3295s
  2891  2640 2888.78990 1983   44 4726.40000 1903.20000  59.7%  3501 3300s
  2900  2649 2873.07475 1990   45 4726.40000 1903.20000  59.7%  3498 3305s
  2906  2655 2888.94343 1993   44 4726.40000 1903.20000  59.7%  3501 3310s
  2910  2659 2874.05253 1996   45 4726.40000 1903.20000  59.7%  3500 3315s
  2918  2667 2888.70303 2001   44 4726.40000 1903.20000  59.7%  3501 3320s
  2931  2680 2891.24646 2010   44 4726.40000 1903.20000  59.7%  3494 3325s
  2941  2690 2891.63636 2017   44 4726.40000 1903.20000  59.7%  3492 3330s
  2950  2699 2895.82424 2023   44 4726.40000 1903.20000  59.7%  3491 3336s
  2958  2707 2893.22424 2028   44 4726.40000 1903.20000  59.7%  3490 3340s
  2965  2714 2895.99798 2032   44 4726.40000 1903.20000  59.7%  3490 3345s
  2971  2720 2881.90505 2037   45 4726.40000 1903.20000  59.7%  3488 3350s
  2981  2730 2882.90707 2044   45 4726.40000 1903.20000  59.7%  3485 3355s
  2987  2736 2883.24848 2047   44 4726.40000 1903.20000  59.7%  3487 3360s
  2991  2740 2883.39091 2049   45 4726.40000 1903.20000  59.7%  3489 3367s
  2998  2747 2901.17980 2053   44 4726.40000 1903.20000  59.7%  3488 3370s
  3005  2754 2900.69293 2057   44 4726.40000 1903.20000  59.7%  3489 3375s
  3009  2758 2901.04646 2060   44 4726.40000 1903.20000  59.7%  3488 3380s
  3019  2768 2900.41616 2067   44 4726.40000 1903.20000  59.7%  3485 3385s
  3025  2774 2904.97980 2071   44 4726.40000 1903.20000  59.7%  3485 3390s
  3034  2783 2904.24646 2077   44 4726.40000 1903.20000  59.7%  3483 3395s
  3044  2793 2904.73333 2084   44 4726.40000 1903.20000  59.7%  3481 3400s
  3051  2800 2907.42424 2088   44 4726.40000 1903.20000  59.7%  3483 3407s
  3058  2807 2891.44525 2093   45 4726.40000 1903.20000  59.7%  3479 3410s
  3070  2819 2905.65657 2101   44 4726.40000 1903.20000  59.7%  3475 3415s
  3078  2827 2908.31717 2107   44 4726.40000 1903.20000  59.7%  3473 3420s
  3088  2837 2912.60606 2113   44 4726.40000 1903.20000  59.7%  3472 3426s
  3097  2846 2914.39394 2119   44 4726.40000 1903.20000  59.7%  3472 3431s
  3104  2853 2913.54545 2124   44 4726.40000 1903.20000  59.7%  3470 3438s
  3109  2858 2915.10303 2127   44 4726.40000 1903.20000  59.7%  3470 3441s
  3118  2867 2916.70505 2134   44 4726.40000 1903.20000  59.7%  3468 3445s
  3128  2877 2918.77980 2141   44 4726.40000 1903.20000  59.7%  3466 3450s
  3135  2883 2909.08956 2146   45 4726.40000 1903.20000  59.7%  3463 3455s
  3151  2899 2928.04444 2159   43 4726.40000 1903.20000  59.7%  3454 3460s
  3166  2914 2932.95758 2170   43 4726.40000 1903.20000  59.7%  3444 3465s
  3189  2937 2936.50505 2187   43 4726.40000 1903.20000  59.7%  3428 3470s
  3201  2949 2932.93636 2198   44 4726.40000 1903.20000  59.7%  3419 3475s
  3218  2966 2941.43655 2210   44 4726.40000 1903.20000  59.7%  3410 3480s
  3242  2990 2949.80202 2229   43 4726.40000 1903.20000  59.7%  3395 3486s
  3255  3003 2949.82828 2238   43 4726.40000 1903.20000  59.7%  3390 3490s
  3265  3013 2941.06869 2245   44 4726.40000 1903.20000  59.7%  3386 3495s
  3281  3029 2943.05253 2258   44 4726.40000 1903.20000  59.7%  3378 3500s
  3294  3042 2954.06667 2268   42 4726.40000 1903.20000  59.7%  3371 3506s
  3298  3046 2945.80000 2271   44 4726.40000 1903.20000  59.7%  3369 3510s
  3314  3062 2948.72929 2283   44 4726.40000 1903.20000  59.7%  3361 3515s
  3324  3072 2963.89495 2291   43 4726.40000 1903.20000  59.7%  3356 3520s
  3337  3085 2964.91515 2299   43 4726.40000 1903.20000  59.7%  3352 3525s
  3348  3096 2965.20202 2306   43 4726.40000 1903.20000  59.7%  3349 3532s
  3353  3101 2964.71313 2309   43 4726.40000 1903.20000  59.7%  3348 3535s
  3367  3115 2971.58384 2320   43 4726.40000 1903.20000  59.7%  3342 3541s
  3375  3123 2970.45051 2326   43 4726.40000 1903.20000  59.7%  3340 3547s
  3382  3130 2971.38990 2331   43 4726.40000 1903.20000  59.7%  3338 3550s
  3395  3143 2958.47071 2342   44 4726.40000 1903.20000  59.7%  3331 3557s
  3403  3151 2973.63636 2347   43 4726.40000 1903.20000  59.7%  3330 3561s
  3415  3163 2974.42828 2356   43 4726.40000 1903.20000  59.7%  3325 3565s
  3438  3186 2963.54949 2376   44 4726.40000 1903.20000  59.7%  3310 3570s
  3447  3195 2964.52222 2381   44 4726.40000 1903.20000  59.7%  3309 3575s
  3456  3204 2979.56566 2387   43 4726.40000 1903.20000  59.7%  3308 3581s
  3468  3216 2967.83636 2397   44 4726.40000 1903.20000  59.7%  3302 3585s
  3478  3226 2984.00202 2403   43 4726.40000 1903.20000  59.7%  3301 3590s
  3488  3236 2988.31313 2412   43 4726.40000 1903.20000  59.7%  3295 3595s

Cutting planes:
  Gomory: 1
  MIR: 18
  Flow cover: 112
  Flow path: 2
  Network: 11

Explored 3492 nodes (11687776 simplex iterations) in 3600.00 seconds
Thread count was 1 (of 4 available processors)

Time limit reached
Best objective 4.726400000000e+03, best bound 1.903200000000e+03, gap 59.7326%
Tempo: 3598.32 segundos

0 9 19 77 77 82 76 69 82 75 
1 23 53 41 42 46 39 48 43 43 
1 77 85 13 14 12 14 13 12 13 
2 23 87 16 12 21 19 10 10 15 
2 74 72 26 23 23 37 23 24 27 
3 16 74 21 24 26 24 27 25 21 
3 17 17 73 72 73 70 74 74 77 
4 21 61 44 35 34 33 34 33 40 
4 55 19 72 70 69 68 69 82 70 
