Executando Fernandes MODIFICADO
Rodando pra 1h
Optimize a model with 10072 rows, 14922 columns and 366073 nonzeros
Coefficient statistics:
  Matrix range    [1e+00, 1e+07]
  Objective range [3e-01, 7e-01]
  Bounds range    [1e+00, 1e+07]
  RHS range       [1e+00, 1e+02]
Found heuristic solution: objective 5074
Presolve removed 49 rows and 14 columns
Presolve time: 0.29s
Presolved: 10023 rows, 14908 columns, 128609 nonzeros
Variable types: 9900 continuous, 5008 integer (5006 binary)

Root simplex log...

Iteration    Objective       Primal Inf.    Dual Inf.      Time
   16903    3.2737243e+01   8.645681e+02   0.000000e+00      5s
   28816    3.6412468e+01   0.000000e+00   0.000000e+00      8s

Root relaxation: objective 3.641247e+01, 28816 iterations, 7.79 seconds

    Nodes    |    Current Node    |     Objective Bounds      |     Work
   813   470 1605.94029  561   57 4134.70000 1479.80000  64.2%  5491 1876s
   814   470 1620.34566  561   58 4134.70000 1479.80000  64.2%  5501 1882s
   816   471 1606.56032  563   58 4134.70000 1479.80000  64.2%  5496 1885s
   819   472 1608.38756  565   58 4134.70000 1479.80000  64.2%  5498 1891s
   822   473 1608.24711  567   55 4134.70000 1479.80000  64.2%  5499 1896s
   823   473 1627.68857  567   56 4134.70000 1479.80000  64.2%  5517 1901s
   826   474 1609.14634  569   55 4134.70000 1479.80000  64.2%  5525 1906s
   829   475 1615.22570  571   54 4134.70000 1479.80000  64.2%  5524 1911s
   834   478 1610.70000  575   57 4134.70000 1479.80000  64.2%  5510 1915s
   836   478 1610.99661  576   55 4134.70000 1479.80000  64.2%  5515 1925s
   839   479 1611.49760  578   56 4134.70000 1479.80000  64.2%  5515 1931s
   844   483 1612.10000  582   57 4134.70000 1479.80000  64.2%  5498 1936s
   848   485 2301.80130  585   53 4134.70000 1479.80000  64.2%  5503 1942s
   850   487 2304.53627  586   53 4134.70000 1479.80000  64.2%  5505 1945s
   852   489 2286.25476  587   53 4134.70000 1479.80000  64.2%  5513 1950s
   856   493 2304.16961  589   52 4134.70000 1479.80000  64.2%  5523 1957s
   858   495 2285.83017  590   53 4134.70000 1479.80000  64.2%  5529 1960s
   860   497 2300.96998  591   53 4134.70000 1479.80000  64.2%  5547 1968s
   861   498 2300.57433  591   53 4134.70000 1479.80000  64.2%  5558 1973s
   869   506 2302.06216  599   53 4134.70000 1479.80000  64.2%  5509 1977s
   876   513 2303.72317  605   53 4134.70000 1479.80000  64.2%  5479 1980s
   883   520 2344.94676  609   53 4134.70000 1479.80000  64.2%  5479 1987s
   889   526 2333.19326  614   52 4134.70000 1479.80000  64.2%  5456 1990s
   896   533 2337.73426  618   52 4134.70000 1479.80000  64.2%  5447 1996s
   901   538 2332.06483  621   53 4134.70000 1479.80000  64.2%  5436 2000s
   906   543 2342.29760  624   53 4134.70000 1479.80000  64.2%  5433 2006s
   909   546 2339.60045  626   53 4134.70000 1479.80000  64.2%  5434 2010s
   916   553 2349.36503  630   52 4134.70000 1479.80000  64.2%  5431 2017s
   918   555 2345.16616  631   53 4134.70000 1479.80000  64.2%  5432 2020s
   924   561 2338.10632  635   53 4134.70000 1479.80000  64.2%  5421 2028s
   926   562 2340.56234  636   53 4134.70000 1479.80000  64.2%  5418 2030s
   933   569 2339.98962  641   53 4134.70000 1479.80000  64.2%  5401 2035s
   939   575 2342.36582  645   52 4134.70000 1479.80000  64.2%  5400 2042s
   940   576 2318.32881  645   53 4134.70000 1479.80000  64.2%  5394 2049s
   942   578 2346.62298  646   53 4134.70000 1479.80000  64.2%  5398 2052s
   944   580 2340.32530  647   53 4134.70000 1479.80000  64.2%  5399 2055s
   950   586 2344.50109  651   53 4134.70000 1479.80000  64.2%  5389 2060s
   959   595 2342.18298  657   52 4134.70000 1479.80000  64.2%  5366 2065s
   969   604 2344.53406  663   54 4134.70000 1479.80000  64.2%  5349 2071s
   974   608 2348.37832  666   52 4134.70000 1479.80000  64.2%  5348 2076s
   981   614 2347.57854  670   53 4134.70000 1479.80000  64.2%  5341 2081s
   987   620 2333.16167  674   52 4134.70000 1479.80000  64.2%  5324 2085s
   993   626 2336.74141  678   50 4134.70000 1479.80000  64.2%  5310 2090s
  1002   635 2349.32511  683   50 4134.70000 1479.80000  64.2%  5294 2095s
  1012   645 2343.91402  690   52 4134.70000 1479.80000  64.2%  5265 2100s
  1021   654 2360.76093  695   51 4134.70000 1479.80000  64.2%  5252 2105s
  1033   666 2355.67669  702   52 4134.70000 1479.80000  64.2%  5224 2110s
  1044   677 2364.18625  709   52 4134.70000 1479.80000  64.2%  5200 2115s
  1053   686 2400.60237  713   51 4134.70000 1479.80000  64.2%  5186 2122s
  1062   695 2396.06485  719   51 4134.70000 1479.80000  64.2%  5165 2125s
  1074   707 2392.25839  728   51 4134.70000 1479.80000  64.2%  5135 2130s
  1082   715 2398.32067  732   51 4134.70000 1479.80000  64.2%  5127 2135s
  1091   724 2401.22890  738   51 4134.70000 1479.80000  64.2%  5114 2140s
  1098   731 2403.83048  742   50 4134.70000 1479.80000  64.2%  5107 2145s
  1108   741 2401.58311  748   51 4134.70000 1479.80000  64.2%  5090 2150s
  1116   748 2409.15809  753   52 4134.70000 1479.80000  64.2%  5082 2155s
  1127   759 2412.84348  761   51 4134.70000 1479.80000  64.2%  5063 2160s
  1141   773 2394.25464  771   51 4134.70000 1479.80000  64.2%  5025 2165s
  1150   782 2410.70271  777   50 4134.70000 1479.80000  64.2%  5015 2170s
  1159   791 2420.26225  783   51 4134.70000 1479.80000  64.2%  5003 2176s
  1164   796 2399.93473  787   51 4134.70000 1479.80000  64.2%  4988 2181s
  1173   805 2423.99688  793   51 4134.70000 1479.80000  64.2%  4977 2186s
  1179   811 2423.00872  797   50 4134.70000 1479.80000  64.2%  4976 2192s
  1188   820 2427.80182  803   50 4134.70000 1479.80000  64.2%  4961 2199s
  1190   822 2429.78441  804   50 4134.70000 1479.80000  64.2%  4960 2200s
  1199   831 2409.92187  810   51 4134.70000 1479.80000  64.2%  4946 2205s
  1209   841 2424.20397  816   51 4134.70000 1479.80000  64.2%  4937 2211s
  1215   847 2428.25269  820   50 4134.70000 1479.80000  64.2%  4925 2215s
  1225   857 2435.20373  826   50 4134.70000 1479.80000  64.2%  4913 2220s
  1238   870 2434.76731  836   50 4134.70000 1479.80000  64.2%  4885 2225s
  1249   881 2437.02044  842   50 4134.70000 1479.80000  64.2%  4871 2230s
  1261   893 2433.01184  850   51 4134.70000 1479.80000  64.2%  4846 2237s
  1270   902 2441.66957  856   50 4134.70000 1479.80000  64.2%  4827 2240s
  1289   921 2455.92341  872   49 4134.70000 1479.80000  64.2%  4779 2245s
  1296   928 2445.77165  878   50 4134.70000 1479.80000  64.2%  4761 2250s
  1303   935 2446.17757  882   50 4134.70000 1479.80000  64.2%  4760 2255s
  1318   950 2449.44646  893   50 4134.70000 1479.80000  64.2%  4728 2260s
  1324   956 2465.69181  896   48 4134.70000 1479.80000  64.2%  4722 2265s
  1338   970 2477.55610  906   49 4134.70000 1479.80000  64.2%  4696 2271s
  1346   978 2468.46304  910   49 4134.70000 1479.80000  64.2%  4689 2275s
  1355   987 2469.81805  916   49 4134.70000 1479.80000  64.2%  4675 2280s
  1360   992 2472.93635  919   49 4134.70000 1479.80000  64.2%  4667 2285s
  1373  1005 2457.90804  928   50 4134.70000 1479.80000  64.2%  4647 2290s
  1381  1013 2459.05245  934   50 4134.70000 1479.80000  64.2%  4632 2295s
  1398  1030 2477.61306  946   49 4134.70000 1479.80000  64.2%  4603 2301s
  1407  1039 2481.73649  952   50 4134.70000 1479.80000  64.2%  4594 2305s
  1423  1055 2486.60757  963   49 4134.70000 1479.80000  64.2%  4569 2311s
  1431  1063 2468.59252  969   51 4134.70000 1479.80000  64.2%  4559 2317s
  1434  1066 2487.94240  970   49 4134.70000 1479.80000  64.2%  4559 2320s
  1455  1087 2473.76933  987   51 4134.70000 1479.80000  64.2%  4516 2327s
  1463  1095 2491.20464  991   49 4134.70000 1479.80000  64.2%  4509 2330s
  1472  1104 2477.25888  997   50 4134.70000 1479.80000  64.2%  4502 2335s
  1481  1113 2496.41842 1003   49 4134.70000 1479.80000  64.2%  4494 2340s
  1492  1124 2500.07289 1011   49 4134.70000 1479.80000  64.2%  4476 2345s
  1501  1133 2496.74872 1018   49 4134.70000 1479.80000  64.2%  4469 2350s
  1509  1141 2502.43954 1022   49 4134.70000 1479.80000  64.2%  4467 2355s
  1517  1149 2502.83879 1026   49 4134.70000 1479.80000  64.2%  4463 2360s
  1530  1162 2500.58016 1035   49 4134.70000 1479.80000  64.2%  4444 2366s
  1541  1173 2509.10461 1042   49 4134.70000 1479.80000  64.2%  4432 2370s
  1552  1184 2514.40461 1048   49 4134.70000 1479.80000  64.2%  4423 2378s
  1554  1186 2509.75662 1049   49 4134.70000 1479.80000  64.2%  4424 2380s
  1568  1200 2495.40517 1058   50 4134.70000 1479.80000  64.2%  4406 2385s
  1577  1209 2497.46475 1063   50 4134.70000 1479.80000  64.2%  4401 2390s
  1589  1221 2519.18201 1070   49 4134.70000 1479.80000  64.2%  4393 2396s
  1593  1225 2502.17229 1073   50 4134.70000 1479.80000  64.2%  4390 2400s
  1609  1241 2512.46180 1083   50 4134.70000 1479.80000  64.2%  4370 2405s
  1631  1263 2549.08023 1100   48 4134.70000 1479.80000  64.2%  4332 2410s
  1642  1274 2526.74542 1108   49 4134.70000 1479.80000  64.2%  4318 2415s
  1650  1282 2539.90079 1114   48 4134.70000 1479.80000  64.2%  4305 2420s
  1666  1298 2547.27115 1126   48 4134.70000 1479.80000  64.2%  4280 2425s
  1678  1310 2553.53146 1133   48 4134.70000 1479.80000  64.2%  4270 2430s
  1697  1329 2550.16149 1148   48 4134.70000 1479.80000  64.2%  4240 2435s
  1703  1335 2554.49763 1152   48 4134.70000 1479.80000  64.2%  4235 2440s
  1721  1353 2559.30738 1165   48 4134.70000 1479.80000  64.2%  4212 2445s
  1732  1364 2542.37187 1173   49 4134.70000 1479.80000  64.2%  4200 2450s
  1746  1378 2563.84269 1183   48 4134.70000 1479.80000  64.2%  4184 2457s
  1755  1387 2567.39919 1190   48 4134.70000 1479.80000  64.2%  4173 2462s
  1760  1392 2568.81780 1193   48 4134.70000 1479.80000  64.2%  4172 2466s
  1768  1400 2568.42235 1198   48 4134.70000 1479.80000  64.2%  4169 2470s
  1779  1411 2568.35615 1206   48 4134.70000 1479.80000  64.2%  4158 2475s
  1799  1431 2585.68135 1221   48 4134.70000 1479.80000  64.2%  4133 2480s
  1809  1441 2555.24804 1227   50 4134.70000 1479.80000  64.2%  4124 2486s
  1820  1452 2556.76485 1236   48 4134.70000 1479.80000  64.2%  4112 2490s
  1832  1464 2579.15615 1244   48 4134.70000 1479.80000  64.2%  4103 2495s
  1843  1475 2582.47032 1254   48 4134.70000 1479.80000  64.2%  4088 2502s
  1849  1481 2581.97979 1258   48 4134.70000 1479.80000  64.2%  4084 2505s
  1862  1494 2582.35805 1265   48 4134.70000 1479.80000  64.2%  4077 2511s
  1867  1499 2564.21248 1269   49 4134.70000 1479.80000  64.2%  4070 2515s
  1878  1510 2590.43403 1275   48 4134.70000 1479.80000  64.2%  4065 2520s
  1891  1523 2587.31008 1283   48 4134.70000 1479.80000  64.2%  4054 2526s
  1899  1531 2592.23403 1287   48 4134.70000 1479.80000  64.2%  4052 2530s
  1910  1542 2593.15380 1293   48 4134.70000 1479.80000  64.2%  4046 2536s
  1919  1551 2587.12642 1298   48 4134.70000 1479.80000  64.2%  4043 2540s
  1935  1567 2596.21572 1308   48 4134.70000 1479.80000  64.2%  4030 2545s
  1943  1575 2601.25877 1312   48 4134.70000 1479.80000  64.2%  4022 2550s
  1968  1599 2620.30922 1330   47 4134.70000 1479.80000  64.2%  3995 2556s
  1975  1606 2625.88913 1334   47 4134.70000 1479.80000  64.2%  3992 2560s
  1986  1617 2608.89300 1342   48 4134.70000 1479.80000  64.2%  3980 2565s
  1994  1625 2625.02967 1348   47 4134.70000 1479.80000  64.2%  3970 2572s
  1996  1627 2625.43215 1349   46 4134.70000 1479.80000  64.2%  3973 2575s
  2013  1644 2642.32038 1361   47 4134.70000 1479.80000  64.2%  3958 2580s
  2035  1666 2637.60024 1379   47 4134.70000 1479.80000  64.2%  3931 2586s
  2038  1669 2640.45104 1381   48 4134.70000 1479.80000  64.2%  3931 2590s
  2045  1676 2651.88798 1385   47 4134.70000 1479.80000  64.2%  3932 2595s
  2052  1683 2624.09860 1391   48 4134.70000 1479.80000  64.2%  3925 2600s
  2063  1694 2626.08949 1398   48 4134.70000 1479.80000  64.2%  3921 2605s
  2078  1709 2649.39777 1408   47 4134.70000 1479.80000  64.2%  3912 2610s
  2085  1716 2629.79292 1413   48 4134.70000 1479.80000  64.2%  3905 2615s
  2115  1746 2657.99374 1439   47 4134.70000 1479.80000  64.2%  3867 2621s
  2124  1755 2655.98650 1445   47 4134.70000 1479.80000  64.2%  3866 2626s
  2131  1762 2663.09980 1449   47 4134.70000 1479.80000  64.2%  3863 2630s
  2134  1765 2637.45399 1452   48 4134.70000 1479.80000  64.2%  3857 2635s
  2142  1773 2659.63300 1457   48 4134.70000 1479.80000  64.2%  3856 2640s
  2159  1790 2664.48504 1469   47 4134.70000 1479.80000  64.2%  3842 2646s
  2163  1794 2658.50617 1471   47 4134.70000 1479.80000  64.2%  3841 2650s
  2176  1807 2664.50836 1479   47 4134.70000 1479.80000  64.2%  3836 2656s
  2187  1818 2672.57342 1486   47 4134.70000 1479.80000  64.2%  3831 2661s
  2194  1825 2670.63718 1490   47 4134.70000 1479.80000  64.2%  3830 2665s
  2210  1841 2674.94140 1500   47 4134.70000 1479.80000  64.2%  3822 2670s
  2227  1858 2662.45224 1511   48 4134.70000 1479.80000  64.2%  3809 2675s
  2233  1864 2676.34300 1514   47 4134.70000 1479.80000  64.2%  3807 2680s
  2255  1885 2700.59462 1531   46 4134.70000 1479.80000  64.2%  3788 2686s
  2268  1898 2732.84557 1542   46 4134.70000 1479.80000  64.2%  3775 2693s
  2274  1904 2724.40263 1546   46 4134.70000 1479.80000  64.2%  3772 2695s
  2293  1923 2701.19995 1560   46 4134.70000 1479.80000  64.2%  3755 2700s
  2318  1948 2716.01988 1579   46 4134.70000 1479.80000  64.2%  3729 2705s
  2326  1956 2711.30656 1585   47 4134.70000 1479.80000  64.2%  3723 2710s
  2337  1967 2694.99134 1595   47 4134.70000 1479.80000  64.2%  3708 2715s
  2348  1978 2711.99100 1602   46 4134.70000 1479.80000  64.2%  3705 2720s
  2367  1997 2699.52779 1617   47 4134.70000 1479.80000  64.2%  3689 2725s
  2376  2006 2701.72699 1623   47 4134.70000 1479.80000  64.2%  3684 2730s
  2391  2021 2703.94067 1633   47 4134.70000 1479.80000  64.2%  3673 2735s
  2407  2037 2728.72707 1644   46 4134.70000 1479.80000  64.2%  3663 2740s
  2420  2050 2729.25031 1652   46 4134.70000 1479.80000  64.2%  3658 2745s
  2423  2053 2729.61768 1655   46 4134.70000 1479.80000  64.2%  3662 2751s
  2425  2055 2710.16541 1656   48 4134.70000 1479.80000  64.2%  3659 2755s
  2430  2060 2730.54375 1660   46 4134.70000 1479.80000  64.2%  3656 2760s
  2445  2075 2730.95265 1669   47 4134.70000 1479.80000  64.2%  3649 2765s
  2463  2093 2737.09190 1682   46 4134.70000 1479.80000  64.2%  3636 2770s
  2482  2112 2745.11983 1694   46 4134.70000 1479.80000  64.2%  3627 2776s
  2491  2121 2726.78039 1701   47 4134.70000 1479.80000  64.2%  3618 2780s
  2510  2140 2752.48067 1713   46 4134.70000 1479.80000  64.2%  3609 2785s
  2522  2152 2740.45466 1720   47 4134.70000 1479.80000  64.2%  3602 2792s
  2538  2167 2802.53434 1731   46 4134.70000 1479.80000  64.2%  3590 2798s
  2551  2180 2759.78856 1743   47 4134.70000 1479.80000  64.2%  3574 2800s
  2573  2202 2785.31623 1760   46 4134.70000 1479.80000  64.2%  3556 2805s
  2585  2214 2782.47250 1768   46 4134.70000 1479.80000  64.2%  3550 2810s
  2611  2240 2790.99192 1788   44 4134.70000 1479.80000  64.2%  3528 2815s
  2625  2254 2789.72155 1799   45 4134.70000 1479.80000  64.2%  3517 2821s
  2636  2265 2792.76824 1806   45 4134.70000 1479.80000  64.2%  3515 2825s
  2646  2275 2775.78930 1814   46 4134.70000 1479.80000  64.2%  3508 2830s
  2663  2292 2801.31926 1826   45 4134.70000 1479.80000  64.2%  3498 2835s
  2674  2303 2800.62469 1833   45 4134.70000 1479.80000  64.2%  3495 2840s
  2689  2318 2802.40239 1843   45 4134.70000 1479.80000  64.2%  3488 2845s
  2706  2335 2807.54336 1856   45 4134.70000 1479.80000  64.2%  3478 2850s
  2716  2345 2789.33064 1863   46 4134.70000 1479.80000  64.2%  3473 2855s
  2727  2356 2791.51819 1871   46 4134.70000 1479.80000  64.2%  3466 2860s
  2747  2376 2823.65318 1887   45 4134.70000 1479.80000  64.2%  3453 2865s
  2757  2386 2819.67020 1894   45 4134.70000 1479.80000  64.2%  3447 2870s
  2771  2400 2800.61468 1905   47 4134.70000 1479.80000  64.2%  3439 2875s
  2782  2411 2822.85316 1911   45 4134.70000 1479.80000  64.2%  3438 2880s
  2796  2425 2827.85655 1919   45 4134.70000 1479.80000  64.2%  3433 2885s
  2812  2441 2812.53259 1929   46 4134.70000 1479.80000  64.2%  3427 2890s
  2820  2449 2834.65245 1933   45 4134.70000 1479.80000  64.2%  3425 2895s
  2853  2481 2855.53289 1958   44 4134.70000 1479.80000  64.2%  3399 2900s
  2869  2497 2857.72422 1972   44 4134.70000 1479.80000  64.2%  3385 2905s
  2897  2525 2866.67591 1995   44 4134.70000 1479.80000  64.2%  3362 2910s
  2910  2538 2886.48946 2006   44 4134.70000 1479.80000  64.2%  3356 2916s
  2922  2550 2864.98272 2013   43 4134.70000 1479.80000  64.2%  3350 2920s
  2938  2566 2871.39686 2024   43 4134.70000 1479.80000  64.2%  3344 2925s
  2951  2579 2874.42404 2034   44 4134.70000 1479.80000  64.2%  3335 2930s
  2969  2597 2874.55972 2046   44 4134.70000 1479.80000  64.2%  3327 2935s
  2979  2607 2860.52419 2054   45 4134.70000 1479.80000  64.2%  3321 2940s
  2991  2619 2862.28532 2062   45 4134.70000 1479.80000  64.2%  3317 2948s
  2997  2625 2878.98189 2067   44 4134.70000 1479.80000  64.2%  3313 2952s
  3007  2635 2864.68079 2076   45 4134.70000 1479.80000  64.2%  3305 2957s
  3022  2650 2892.06648 2088   44 4134.70000 1479.80000  64.2%  3295 2960s
  3032  2660 2894.96327 2094   44 4134.70000 1479.80000  64.2%  3296 2966s
  3043  2671 2897.01306 2101   44 4134.70000 1479.80000  64.2%  3294 2970s
  3055  2683 2896.46243 2110   44 4134.70000 1479.80000  64.2%  3288 2976s
  3066  2694 2902.63352 2117   44 4134.70000 1479.80000  64.2%  3285 2980s
  3078  2706 2899.22727 2125   44 4134.70000 1479.80000  64.2%  3280 2985s
  3096  2724 2906.46610 2138   44 4134.70000 1479.80000  64.2%  3271 2990s
  3104  2732 2884.89419 2143   46 4134.70000 1479.80000  64.2%  3269 2996s
  3117  2745 2911.96243 2151   44 4134.70000 1479.80000  64.2%  3264 3000s
  3132  2760 2914.41471 2160   44 4134.70000 1479.80000  64.2%  3256 3005s
  3152  2779 2936.31500 2174   43 4134.70000 1479.80000  64.2%  3245 3010s
  3175  2802 2943.54064 2191   43 4134.70000 1479.80000  64.2%  3233 3015s
  3186  2813 2946.83678 2199   43 4134.70000 1479.80000  64.2%  3227 3020s
  3201  2828 2933.13137 2210   44 4134.70000 1479.80000  64.2%  3221 3027s
  3207  2834 2975.50821 2214   43 4134.70000 1479.80000  64.2%  3220 3030s
  3224  2851 2939.13111 2227   44 4134.70000 1479.80000  64.2%  3212 3035s
  3243  2870 2947.96701 2242   44 4134.70000 1479.80000  64.2%  3204 3040s
  3258  2885 2971.54506 2253   43 4134.70000 1479.80000  64.2%  3200 3045s
  3272  2899 2974.21970 2261   43 4134.70000 1479.80000  64.2%  3198 3050s
  3288  2915 2982.38598 2271   43 4134.70000 1479.80000  64.2%  3194 3055s
  3297  2924 2982.16723 2276   43 4134.70000 1479.80000  64.2%  3192 3060s
  3308  2935 2989.77172 2283   42 4134.70000 1479.80000  64.2%  3187 3065s
  3340  2966 3005.30622 2308   42 4134.70000 1479.80000  64.2%  3167 3070s
  3360  2986 3015.54005 2322   42 4134.70000 1479.80000  64.2%  3158 3075s
  3388  3014 3016.03188 2343   42 4134.70000 1479.80000  64.2%  3142 3080s
  3395  3021 3005.19186 2348   43 4134.70000 1479.80000  64.2%  3139 3085s
  3407  3033 3027.93648 2357   42 4134.70000 1479.80000  64.2%  3134 3090s
  3428  3054 3030.86489 2373   42 4134.70000 1479.80000  64.2%  3125 3096s
  3445  3071 3036.48276 2386   42 4134.70000 1479.80000  64.2%  3117 3100s
  3472  3098 3039.97757 2408   42 4134.70000 1479.80000  64.2%  3102 3105s
  3483  3109 3021.98427 2415   43 4134.70000 1479.80000  64.2%  3101 3110s
  3492  3118 3052.38946 2421   42 4134.70000 1479.80000  64.2%  3100 3117s
  3501  3127 3055.99615 2426   42 4134.70000 1479.80000  64.2%  3099 3120s
  3515  3141 3049.64625 2434   42 4134.70000 1479.80000  64.2%  3099 3126s
  3533  3159 3059.62931 2448   42 4134.70000 1479.80000  64.2%  3090 3130s
  3547  3173 3055.41470 2456   42 4134.70000 1479.80000  64.2%  3088 3135s
  3564  3190 3063.18276 2467   42 4134.70000 1479.80000  64.2%  3083 3142s
  3575  3201 3068.27575 2474   42 4134.70000 1479.80000  64.2%  3081 3145s
  3589  3215 3064.99759 2483   42 4134.70000 1479.80000  64.2%  3078 3152s
  3597  3223 3074.13572 2487   42 4134.70000 1479.80000  64.2%  3076 3155s
  3618  3243 3076.93125 2504   42 4134.70000 1479.80000  64.2%  3063 3160s
  3647  3272 3099.47228 2528   41 4134.70000 1479.80000  64.2%  3047 3165s
  3673  3298 3085.36491 2548   42 4134.70000 1479.80000  64.2%  3033 3170s
  3688  3313 3110.27182 2558   41 4134.70000 1479.80000  64.2%  3028 3175s
  3694  3319 3112.05006 2564   41 4134.70000 1479.80000  64.2%  3029 3181s
  3716  3341 3115.09918 2580   41 4134.70000 1479.80000  64.2%  3018 3185s
  3739  3364 3120.07071 2597   41 4134.70000 1479.80000  64.2%  3010 3190s
  3761  3386 3127.94067 2613   41 4134.70000 1479.80000  64.2%  3002 3195s
  3780  3405 3125.37877 2628   41 4134.70000 1479.80000  64.2%  2993 3201s
  3784  3409 3105.71615 2631   42 4134.70000 1479.80000  64.2%  2991 3205s
  3808  3433 3140.13522 2651   41 4134.70000 1479.80000  64.2%  2980 3210s
  3821  3446 3143.30990 2659   41 4134.70000 1479.80000  64.2%  2978 3215s
  3836  3461 3143.48285 2670   41 4134.70000 1479.80000  64.2%  2972 3220s
  3854  3479 3143.16682 2680   41 4134.70000 1479.80000  64.2%  2969 3225s
  3877  3502 3136.76178 2695   42 4134.70000 1479.80000  64.2%  2962 3230s
  3888  3512 3156.97930 2703   41 4134.70000 1479.80000  64.2%  2957 3236s
  3905  3529 3179.87077 2714   40 4134.70000 1479.80000  64.2%  2950 3240s
  3934  3558 3174.31385 2735   40 4134.70000 1479.80000  64.2%  2937 3245s
  3955  3579 3186.49832 2749   40 4134.70000 1479.80000  64.2%  2930 3250s
  3972  3596 3172.16996 2759   41 4134.70000 1479.80000  64.2%  2925 3257s
  3977  3601 3172.53475 2762   41 4134.70000 1479.80000  64.2%  2923 3260s
  3988  3612 3174.92570 2770   41 4134.70000 1479.80000  64.2%  2919 3267s
  3998  3622 3199.16570 2777   40 4134.70000 1479.80000  64.2%  2916 3270s
  4023  3647 3203.25231 2796   40 4134.70000 1479.80000  64.2%  2907 3275s
  4049  3673 3216.73997 2817   40 4134.70000 1479.80000  64.2%  2896 3280s
  4060  3684 3216.15693 2824   40 4134.70000 1479.80000  64.2%  2894 3285s
  4074  3698 3213.54855 2833   40 4134.70000 1479.80000  64.2%  2891 3291s
  4087  3711 3223.42343 2842   40 4134.70000 1479.80000  64.2%  2888 3295s
  4100  3724 3222.81145 2849   40 4134.70000 1479.80000  64.2%  2887 3300s
  4112  3736 3229.24626 2856   40 4134.70000 1479.80000  64.2%  2885 3305s
  4129  3753 3214.69374 2866   41 4134.70000 1479.80000  64.2%  2882 3310s
  4158  3781 3254.19423 2890   39 4134.70000 1479.80000  64.2%  2867 3315s
  4178  3801 3270.35568 2905   39 4134.70000 1479.80000  64.2%  2858 3320s
  4199  3822 3272.19583 2919   39 4134.70000 1479.80000  64.2%  2851 3325s
  4231  3854 3277.28271 2944   39 4134.70000 1479.80000  64.2%  2838 3330s
  4255  3878 3279.68913 2963   39 4134.70000 1479.80000  64.2%  2832 3338s
  4266  3889 3261.69935 2971   40 4134.70000 1479.80000  64.2%  2827 3340s
  4285  3908 3289.27208 2986   39 4134.70000 1479.80000  64.2%  2820 3345s
  4300  3923 3302.53066 2997   39 4134.70000 1479.80000  64.2%  2817 3350s
  4320  3943 3272.85863 3012   40 4134.70000 1479.80000  64.2%  2811 3356s
  4333  3956 3302.24502 3021   39 4134.70000 1479.80000  64.2%  2808 3360s
  4349  3972 3300.61276 3031   39 4134.70000 1479.80000  64.2%  2806 3365s
  4365  3988 3283.49640 3041   40 4134.70000 1479.80000  64.2%  2802 3370s
  4374  3997 3311.61276 3046   39 4134.70000 1479.80000  64.2%  2802 3375s
  4388  4011 3315.17899 3055   39 4134.70000 1479.80000  64.2%  2800 3380s
  4405  4028 3302.32611 3065   40 4134.70000 1479.80000  64.2%  2798 3385s
  4430  4052 3327.34278 3083   39 4134.70000 1479.80000  64.2%  2789 3390s
  4455  4077 3332.74825 3100   39 4134.70000 1479.80000  64.2%  2781 3397s
  4462  4084 3333.68369 3105   39 4134.70000 1479.80000  64.2%  2780 3401s
  4482  4104 3354.43885 3119   38 4134.70000 1479.80000  64.2%  2774 3406s
  4499  4121 3340.71047 3131   39 4134.70000 1479.80000  64.2%  2769 3410s
  4529  4151 3372.99091 3155   38 4134.70000 1479.80000  64.2%  2758 3415s
  4555  4177 3383.12157 3174   38 4134.70000 1479.80000  64.2%  2751 3420s
  4571  4193 3381.72725 3186   38 4134.70000 1479.80000  64.2%  2745 3425s
  4594  4216 3390.37004 3204   38 4134.70000 1479.80000  64.2%  2739 3430s
  4612  4234 3367.24044 3215   39 4134.70000 1479.80000  64.2%  2736 3435s
  4617  4239 3394.73453 3217   38 4134.70000 1479.80000  64.2%  2736 3440s
  4644  4265 3403.36350 3236   38 4134.70000 1479.80000  64.2%  2728 3447s
  4656  4277 3405.58895 3246   38 4134.70000 1479.80000  64.2%  2723 3451s
  4688  4309 3412.11413 3272   38 4134.70000 1479.80000  64.2%  2710 3455s
  4702  4323 3434.89574 3281   37 4134.70000 1479.80000  64.2%  2706 3460s
  4725  4346 3438.13008 3297   37 4134.70000 1479.80000  64.2%  2700 3465s
  4752  4373 3439.23633 3316   37 4134.70000 1479.80000  64.2%  2693 3470s
  4774  4395 3454.23072 3335   37 4134.70000 1479.80000  64.2%  2684 3475s
  4781  4402 3458.10121 3340   37 4134.70000 1479.80000  64.2%  2683 3480s
  4803  4424 3467.86263 3357   37 4134.70000 1479.80000  64.2%  2677 3485s
  4815  4436 3462.32101 3365   37 4134.70000 1479.80000  64.2%  2675 3490s
  4834  4455 3468.52040 3378   37 4134.70000 1479.80000  64.2%  2671 3495s
  4850  4471 3444.96715 3388   38 4134.70000 1479.80000  64.2%  2668 3501s
  4860  4481 3449.68216 3395   37 4134.70000 1479.80000  64.2%  2667 3506s
  4873  4494 3479.23072 3403   37 4134.70000 1479.80000  64.2%  2666 3510s
  4901  4521 3509.12147 3424   36 4134.70000 1479.80000  64.2%  2657 3515s
